Date,Special Period,Special Day,Day,Day #,Top 10 Gross,%?? YD,%?? LW,Releases,#1_Release,Gross,Link,
31-Dec-19,,New Year's Eve,Tuesday,365,"$41,665,447 ",15%,16.30%,54,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$13,217,698 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
30-Dec-19,,,Monday,364,"$43,219,231 ",-23.40%,-8.50%,53,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$15,302,130 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
29-Dec-19,,,Sunday,363,"$56,411,598 ",-13.50%,-10.10%,54,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$21,244,082 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
28-Dec-19,,,Saturday,362,"$65,192,161 ",NA,-9.50%,54,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$25,075,535 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
27-Dec-19,,,Friday,361,"$65,191,259 ",-4.80%,-39.90%,54,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$26,069,973 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
26-Dec-19,,,Thursday,360,"$68,467,070 ",-9%,770.80%,54,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$30,586,950 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
25-Dec-19,,Christmas Day,Wednesday,359,"$75,198,949 ",104.10%,748.70%,54,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$32,165,681 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
24-Dec-19,,,Tuesday,358,"$36,838,699 ",-22%,157.10%,49,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$20,270,474 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
23-Dec-19,,,Monday,357,"$47,229,945 ",-24.70%,455.10%,52,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$29,389,847 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
22-Dec-19,,,Sunday,356,"$62,731,517 ",-12.90%,107.20%,51,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$40,301,011 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
21-Dec-19,,,Saturday,355,"$72,035,124 ",-33.60%,56.40%,51,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$47,467,565 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
20-Dec-19,,,Friday,354,"$108,450,464 ",1279.30%,218.10%,51,Star_Wars_Episode_IX_The_Rise_of_Skywalker,"$89,615,288 ",https://www.rottentomatoes.com/m/star_wars_the_rise_of_skywalker,
19-Dec-19,,,Thursday,353,"$7,862,973 ",-11.30%,39.30%,54,Jumanji_The_Next_Level,"$3,215,901 ",https://www.rottentomatoes.com/m/Jumanji_The_Next_Level,
18-Dec-19,,,Wednesday,352,"$8,860,729 ",-38.20%,35.60%,54,Jumanji_The_Next_Level,"$3,456,336 ",https://www.rottentomatoes.com/m/Jumanji_The_Next_Level,
17-Dec-19,,,Tuesday,351,"$14,327,480 ",68.40%,35.10%,53,Jumanji_The_Next_Level,"$6,301,757 ",https://www.rottentomatoes.com/m/Jumanji_The_Next_Level,
16-Dec-19,,,Monday,350,"$8,508,581 ",-71.90%,39%,54,Jumanji_The_Next_Level,"$3,585,828 ",https://www.rottentomatoes.com/m/Jumanji_The_Next_Level,
15-Dec-19,,,Sunday,349,"$30,280,587 ",-34.30%,27.30%,59,Jumanji_The_Next_Level,"$15,917,973 ",https://www.rottentomatoes.com/m/Jumanji_The_Next_Level,
14-Dec-19,,,Saturday,348,"$46,058,861 ",35.10%,30%,58,Jumanji_The_Next_Level,"$23,610,586 ",https://www.rottentomatoes.com/m/Jumanji_The_Next_Level,
13-Dec-19,,,Friday,347,"$34,092,053 ",504%,63.80%,56,Jumanji_The_Next_Level,"$19,722,984 ",https://www.rottentomatoes.com/m/Jumanji_The_Next_Level,
12-Dec-19,,,Thursday,346,"$5,643,980 ",-13.60%,-29.30%,54,Frozen_II,"$1,758,492 ",https://www.rottentomatoes.com/m/Frozen_II,
11-Dec-19,,,Wednesday,345,"$6,533,255 ",-38.40%,-21.70%,56,Frozen_II,"$2,034,899 ",https://www.rottentomatoes.com/m/Frozen_II,
10-Dec-19,,,Tuesday,344,"$10,602,743 ",73.30%,-24%,55,Frozen_II,"$3,585,256 ",https://www.rottentomatoes.com/m/Frozen_II,
9-Dec-19,,,Monday,343,"$6,119,141 ",-74.30%,-32.60%,56,Frozen_II,"$1,890,910 ",https://www.rottentomatoes.com/m/Frozen_II,
8-Dec-19,,,Sunday,342,"$23,778,027 ",-32.90%,-35.90%,56,Frozen_II,"$11,298,128 ",https://www.rottentomatoes.com/m/Frozen_II,
7-Dec-19,,,Saturday,341,"$35,416,686 ",70.10%,-44.30%,54,Frozen_II,"$16,050,532 ",https://www.rottentomatoes.com/m/Frozen_II,
6-Dec-19,,,Friday,340,"$20,815,381 ",160.60%,-68.70%,53,Frozen_II,"$7,816,954 ",https://www.rottentomatoes.com/m/Frozen_II,
5-Dec-19,,,Thursday,339,"$7,986,180 ",-4.30%,-75.80%,53,Frozen_II,"$2,730,406 ",https://www.rottentomatoes.com/m/Frozen_II,
4-Dec-19,,,Wednesday,338,"$8,346,926 ",-40.20%,-80.80%,54,Frozen_II,"$2,824,699 ",https://www.rottentomatoes.com/m/Frozen_II,
3-Dec-19,,,Tuesday,337,"$13,957,681 ",53.70%,-55.40%,54,Frozen_II,"$5,336,770 ",https://www.rottentomatoes.com/m/Frozen_II,
2-Dec-19,,,Monday,336,"$9,080,802 ",-75.50%,-53.60%,54,Frozen_II,"$3,187,895 ",https://www.rottentomatoes.com/m/Frozen_II,
1-Dec-19,,,Sunday,335,"$37,085,196 ",-41.70%,-32%,53,Frozen_II,"$19,482,892 ",https://www.rottentomatoes.com/m/Frozen_II,
30-Nov-19,,,Saturday,334,"$63,577,988 ",-4.50%,-15%,51,Frozen_II,"$32,363,967 ",https://www.rottentomatoes.com/m/Frozen_II,
29-Nov-19,,,Friday,333,"$66,606,168 ",101.90%,9.70%,51,Frozen_II,"$34,130,914 ",https://www.rottentomatoes.com/m/Frozen_II,
28-Nov-19,,Thanksgiving,Thursday,332,"$32,997,845 ",-17.60%,-11.20%,53,Frozen_II,"$14,960,468 ",https://www.rottentomatoes.com/m/Frozen_II,
27-Nov-19,,,Wednesday,331,"$43,551,766 ",39.30%,523.70%,53,Frozen_II,"$24,080,546 ",https://www.rottentomatoes.com/m/Frozen_II,
26-Nov-19,,,Tuesday,330,"$31,266,098 ",59.80%,179.60%,53,Frozen_II,"$20,791,974 ",https://www.rottentomatoes.com/m/Frozen_II,
25-Nov-19,,,Monday,329,"$19,568,580 ",-64.10%,191.50%,55,Frozen_II,"$12,771,012 ",https://www.rottentomatoes.com/m/Frozen_II,
24-Nov-19,,,Sunday,328,"$54,569,715 ",-27.10%,129.90%,57,Frozen_II,"$38,017,065 ",https://www.rottentomatoes.com/m/Frozen_II,
23-Nov-19,,,Saturday,327,"$74,835,863 ",23.20%,96.30%,57,Frozen_II,"$50,041,031 ",https://www.rottentomatoes.com/m/Frozen_II,
22-Nov-19,,,Friday,326,"$60,740,243 ",944.90%,118.80%,56,Frozen_II,"$42,205,262 ",https://www.rottentomatoes.com/m/Frozen_II,
21-Nov-19,,,Thursday,325,"$5,812,815 ",-16.80%,-7.90%,56,Ford_v_Ferrari,"$2,023,953 ",https://www.rottentomatoes.com/m/Ford_v_Ferrari,
20-Nov-19,,,Wednesday,324,"$6,982,607 ",-37.60%,5.30%,57,Ford_v_Ferrari,"$2,409,124 ",https://www.rottentomatoes.com/m/Ford_v_Ferrari,
19-Nov-19,,,Tuesday,323,"$11,181,619 ",66.60%,-0.40%,58,Ford_v_Ferrari,"$3,721,314 ",https://www.rottentomatoes.com/m/Ford_v_Ferrari,
18-Nov-19,,,Monday,322,"$6,713,649 ",-71.70%,-57.80%,59,Ford_v_Ferrari,"$2,360,221 ",https://www.rottentomatoes.com/m/Ford_v_Ferrari,
17-Nov-19,,,Sunday,321,"$23,739,106 ",-37.70%,-19.70%,60,Ford_v_Ferrari,"$8,053,816 ",https://www.rottentomatoes.com/m/Ford_v_Ferrari,
16-Nov-19,,,Saturday,320,"$38,123,029 ",37.30%,-5.60%,58,Ford_v_Ferrari,"$12,409,617 ",https://www.rottentomatoes.com/m/Ford_v_Ferrari,
15-Nov-19,,,Friday,319,"$27,764,908 ",339.90%,-9.70%,58,Ford_v_Ferrari,"$11,011,525 ",https://www.rottentomatoes.com/m/Ford_v_Ferrari,
14-Nov-19,,,Thursday,318,"$6,311,446 ",-4.80%,0.60%,56,Midway,"$1,329,821 ",https://www.rottentomatoes.com/m/Midway_2019,
13-Nov-19,,,Wednesday,317,"$6,631,735 ",-40.90%,-3.70%,56,Midway,"$1,486,389 ",https://www.rottentomatoes.com/m/Midway_2019,
12-Nov-19,,,Tuesday,316,"$11,228,501 ",-29.40%,-14.80%,60,Midway,"$2,427,046 ",https://www.rottentomatoes.com/m/Midway_2019,
11-Nov-19,,,Monday,315,"$15,901,040 ",-46.20%,106.10%,59,Midway,"$3,250,098 ",https://www.rottentomatoes.com/m/Midway_2019,
10-Nov-19,,,Sunday,314,"$29,556,564 ",-26.80%,7.50%,55,Midway,"$5,029,032 ",https://www.rottentomatoes.com/m/Midway_2019,
9-Nov-19,,,Saturday,313,"$40,390,774 ",31.30%,-3.80%,54,Midway,"$6,523,018 ",https://www.rottentomatoes.com/m/Midway_2019,
8-Nov-19,,,Friday,312,"$30,757,803 ",390.20%,2.80%,56,Midway,"$6,345,369 ",https://www.rottentomatoes.com/m/Midway_2019,
7-Nov-19,,,Thursday,311,"$6,273,986 ",-8.90%,-24.60%,55,Terminator_Dark_Fate,"$1,433,670 ",https://www.rottentomatoes.com/m/Terminator_Dark_Fate,
6-Nov-19,,,Wednesday,310,"$6,889,273 ",-47.70%,0.50%,57,Terminator_Dark_Fate,"$1,696,985 ",https://www.rottentomatoes.com/m/Terminator_Dark_Fate,
5-Nov-19,,,Tuesday,309,"$13,173,253 ",70.70%,18.60%,56,Terminator_Dark_Fate,"$3,429,579 ",https://www.rottentomatoes.com/m/Terminator_Dark_Fate,
4-Nov-19,,,Monday,308,"$7,716,943 ",-71.90%,-9.60%,55,Terminator_Dark_Fate,"$2,063,064 ",https://www.rottentomatoes.com/m/Terminator_Dark_Fate,
3-Nov-19,,,Sunday,307,"$27,483,885 ",-34.50%,1.10%,55,Terminator_Dark_Fate,"$7,512,332 ",https://www.rottentomatoes.com/m/Terminator_Dark_Fate,
2-Nov-19,,,Saturday,306,"$41,965,566 ",40.20%,9.90%,57,Terminator_Dark_Fate,"$10,970,370 ",https://www.rottentomatoes.com/m/Terminator_Dark_Fate,
1-Nov-19,,,Friday,305,"$29,928,048 ",259.60%,11.80%,54,Terminator_Dark_Fate,"$10,551,130 ",https://www.rottentomatoes.com/m/Terminator_Dark_Fate,
31-Oct-19,,Halloween,Thursday,304,"$8,323,323 ",-24.50%,9.10%,54,Joker,"$1,886,940 ",https://www.rottentomatoes.com/m/Joker_2019,
30-Oct-19,,,Wednesday,303,"$6,852,150 ",-38.30%,-21%,57,Joker,"$1,631,209 ",https://www.rottentomatoes.com/m/Joker_2019,
29-Oct-19,,,Tuesday,302,"$11,111,558 ",30.20%,-27.40%,57,Joker,"$2,468,414 ",https://www.rottentomatoes.com/m/Joker_2019,
28-Oct-19,,,Monday,301,"$8,533,752 ",-68.60%,-14.30%,60,Joker,"$1,768,872 ",https://www.rottentomatoes.com/m/Joker_2019,
27-Oct-19,,,Sunday,300,"$27,178,626 ",-28.80%,-24%,64,Maleficent_Mistress_of_Evil,"$6,184,545 ",https://www.rottentomatoes.com/m/Maleficent_Mistress_of_Evil,
26-Oct-19,,,Saturday,299,"$38,191,089 ",42.60%,-27.50%,60,Maleficent_Mistress_of_Evil,"$8,270,749 ",https://www.rottentomatoes.com/m/Maleficent_Mistress_of_Evil,
25-Oct-19,,,Friday,298,"$26,776,569 ",200.80%,-35.40%,60,Joker,"$5,500,308 ",https://www.rottentomatoes.com/m/Joker_2019,
24-Oct-19,,,Thursday,297,"$8,900,850 ",2.70%,-3.20%,63,Joker,"$2,413,101 ",https://www.rottentomatoes.com/m/Joker_2019,
23-Oct-19,,,Wednesday,296,"$8,669,482 ",-43.30%,-16.90%,62,Joker,"$2,450,143 ",https://www.rottentomatoes.com/m/Joker_2019,
22-Oct-19,,,Tuesday,295,"$15,298,320 ",53.70%,-4.70%,63,Maleficent_Mistress_of_Evil,"$3,983,871 ",https://www.rottentomatoes.com/m/Maleficent_Mistress_of_Evil,
21-Oct-19,,,Monday,294,"$9,955,759 ",-72.20%,-50%,60,Joker,"$2,742,836 ",https://www.rottentomatoes.com/m/Joker_2019,
20-Oct-19,,,Sunday,293,"$35,771,954 ",-32.10%,-7%,62,Maleficent_Mistress_of_Evil,"$10,183,290 ",https://www.rottentomatoes.com/m/Maleficent_Mistress_of_Evil,
19-Oct-19,,,Saturday,292,"$52,663,412 ",27.10%,0.40%,62,Maleficent_Mistress_of_Evil,"$14,213,517 ",https://www.rottentomatoes.com/m/Maleficent_Mistress_of_Evil,
18-Oct-19,,,Friday,291,"$41,424,039 ",350.30%,-1.40%,62,Maleficent_Mistress_of_Evil,"$12,551,906 ",https://www.rottentomatoes.com/m/Maleficent_Mistress_of_Evil,
17-Oct-19,,,Thursday,290,"$9,199,641 ",-11.80%,-23.90%,53,Joker,"$4,203,631 ",https://www.rottentomatoes.com/m/Joker_2019,
16-Oct-19,,,Wednesday,289,"$10,427,444 ",-35.10%,-29.10%,54,Joker,"$4,910,895 ",https://www.rottentomatoes.com/m/Joker_2019,
15-Oct-19,,,Tuesday,288,"$16,059,741 ",-19.40%,-22.20%,56,Joker,"$6,973,525 ",https://www.rottentomatoes.com/m/Joker_2019,
14-Oct-19,,Columbus Day,Monday,287,"$19,926,553 ",-18.20%,13.40%,56,Joker,"$8,345,763 ",https://www.rottentomatoes.com/m/Joker_2019,
13-Oct-19,,,Sunday,286,"$38,469,877 ",-26.60%,2%,55,Joker,"$16,817,239 ",https://www.rottentomatoes.com/m/Joker_2019,
12-Oct-19,,,Saturday,285,"$52,436,937 ",24.90%,-0.80%,54,Joker,"$22,137,778 ",https://www.rottentomatoes.com/m/Joker_2019,
11-Oct-19,,,Friday,284,"$41,999,399 ",247.50%,-19.50%,52,Joker,"$16,906,386 ",https://www.rottentomatoes.com/m/Joker_2019,
10-Oct-19,,,Thursday,283,"$12,087,094 ",-17.80%,116.30%,53,Joker,"$8,304,063 ",https://www.rottentomatoes.com/m/Joker_2019,
9-Oct-19,,,Wednesday,282,"$14,700,112 ",-28.80%,96.10%,52,Joker,"$9,611,712 ",https://www.rottentomatoes.com/m/Joker_2019,
8-Oct-19,,,Tuesday,281,"$20,641,366 ",48.90%,92.20%,51,Joker,"$13,908,626 ",https://www.rottentomatoes.com/m/Joker_2019,
7-Oct-19,,,Monday,280,"$13,860,697 ",-63.30%,81%,50,Joker,"$9,702,049 ",https://www.rottentomatoes.com/m/Joker_2019,
6-Oct-19,,,Sunday,279,"$37,717,482 ",-28.70%,65.30%,56,Joker,"$24,374,841 ",https://www.rottentomatoes.com/m/Joker_2019,
5-Oct-19,,,Saturday,278,"$52,865,777 ",1.30%,43.70%,56,Joker,"$32,476,803 ",https://www.rottentomatoes.com/m/Joker_2019,
4-Oct-19,,,Friday,277,"$52,170,134 ",833.70%,115.30%,55,Joker,"$39,350,693 ",https://www.rottentomatoes.com/m/Joker_2019,
3-Oct-19,,,Thursday,276,"$5,587,741 ",-25.50%,-31.30%,56,Downton_Abbey,"$1,568,515 ",https://www.rottentomatoes.com/m/Downton_Abbey,
2-Oct-19,,,Wednesday,275,"$7,495,381 ",-30.20%,-13.70%,58,Downton_Abbey,"$1,730,210 ",https://www.rottentomatoes.com/m/Downton_Abbey,
1-Oct-19,,,Tuesday,274,"$10,738,972 ",40.20%,-22.20%,57,Downton_Abbey,"$2,310,230 ",https://www.rottentomatoes.com/m/Downton_Abbey,
30-Sep-19,,,Monday,273,"$7,658,431 ",-66.40%,-26.30%,56,Downton_Abbey,"$1,668,095 ",https://www.rottentomatoes.com/m/Downton_Abbey,
29-Sep-19,,,Sunday,272,"$22,818,240 ",-38%,-20.50%,58,Abominable,"$5,961,755 ",https://www.rottentomatoes.com/m/Abominable,
28-Sep-19,,,Saturday,271,"$36,793,199 ",51.80%,-15.50%,57,Abominable,"$8,995,905 ",https://www.rottentomatoes.com/m/Abominable,
27-Sep-19,,,Friday,270,"$24,234,037 ",197.90%,-41.20%,54,Abominable,"$5,654,440 ",https://www.rottentomatoes.com/m/Abominable,
26-Sep-19,,,Thursday,269,"$8,136,114 ",-6.40%,34.50%,59,Downton_Abbey,"$2,641,420 ",https://www.rottentomatoes.com/m/Downton_Abbey,
25-Sep-19,,,Wednesday,268,"$8,688,411 ",-37%,25.20%,62,Downton_Abbey,"$2,901,490 ",https://www.rottentomatoes.com/m/Downton_Abbey,
24-Sep-19,,,Tuesday,267,"$13,799,906 ",32.80%,21.20%,62,Downton_Abbey,"$4,145,420 ",https://www.rottentomatoes.com/m/Downton_Abbey,
23-Sep-19,,,Monday,266,"$10,395,122 ",-63.80%,27.50%,62,Downton_Abbey,"$3,287,855 ",https://www.rottentomatoes.com/m/Downton_Abbey,
22-Sep-19,,,Sunday,265,"$28,690,303 ",-34.10%,19.30%,65,Downton_Abbey,"$7,639,965 ",https://www.rottentomatoes.com/m/Downton_Abbey,
21-Sep-19,,,Saturday,264,"$43,535,907 ",5.70%,7.30%,64,Downton_Abbey,"$9,564,725 ",https://www.rottentomatoes.com/m/Downton_Abbey,
20-Sep-19,,,Friday,263,"$41,188,444 ",580.60%,26.40%,65,Downton_Abbey,"$13,828,975 ",https://www.rottentomatoes.com/m/Downton_Abbey,
19-Sep-19,,,Thursday,262,"$6,051,388 ",-12.80%,-7.50%,59,Hustlers,"$2,346,300 ",https://www.rottentomatoes.com/m/Hustlers_2019,
18-Sep-19,,,Wednesday,261,"$6,936,968 ",-39.10%,-7.60%,60,Hustlers,"$2,635,483 ",https://www.rottentomatoes.com/m/Hustlers_2019,
17-Sep-19,,,Tuesday,260,"$11,384,163 ",39.60%,-8.60%,61,Hustlers,"$4,633,021 ",https://www.rottentomatoes.com/m/Hustlers_2019,
16-Sep-19,,,Monday,259,"$8,155,037 ",-66.10%,1.50%,60,Hustlers,"$2,749,048 ",https://www.rottentomatoes.com/m/Hustlers_2019,
15-Sep-19,,,Sunday,258,"$24,056,556 ",-40.70%,-18.70%,59,It_Chapter_Two,"$9,448,683 ",https://www.rottentomatoes.com/m/It_Chapter_Two,
14-Sep-19,,,Saturday,257,"$40,561,993 ",24.50%,-16.20%,57,It_Chapter_Two,"$17,300,571 ",https://www.rottentomatoes.com/m/It_Chapter_Two,
13-Sep-19,,,Friday,256,"$32,586,848 ",398.20%,-28.90%,58,Hustlers,"$13,099,693 ",https://www.rottentomatoes.com/m/Hustlers_2019,
12-Sep-19,,,Thursday,255,"$6,541,316 ",-12.90%,88.80%,54,It_Chapter_Two,"$4,000,302 ",https://www.rottentomatoes.com/m/It_Chapter_Two,
11-Sep-19,,,Wednesday,254,"$7,507,747 ",-39.70%,74%,54,It_Chapter_Two,"$4,521,469 ",https://www.rottentomatoes.com/m/It_Chapter_Two,
10-Sep-19,,,Tuesday,253,"$12,456,628 ",55%,77.90%,57,It_Chapter_Two,"$8,006,196 ",https://www.rottentomatoes.com/m/It_Chapter_Two,
9-Sep-19,,,Monday,252,"$8,036,232 ",-72.80%,-60.70%,56,It_Chapter_Two,"$5,478,405 ",https://www.rottentomatoes.com/m/It_Chapter_Two,
8-Sep-19,,,Sunday,251,"$29,572,976 ",-38.90%,19.30%,56,It_Chapter_Two,"$20,391,269 ",https://www.rottentomatoes.com/m/It_Chapter_Two,
7-Sep-19,,,Saturday,250,"$48,386,580 ",5.60%,102.80%,57,It_Chapter_Two,"$33,627,227 ",https://www.rottentomatoes.com/m/It_Chapter_Two,
6-Sep-19,,,Friday,249,"$45,819,096 ",1222.50%,197.10%,57,It_Chapter_Two,"$37,043,656 ",https://www.rottentomatoes.com/m/It_Chapter_Two,
5-Sep-19,,,Thursday,248,"$3,464,521 ",-19.70%,-53.60%,53,Angel_Has_Fallen,"$682,666 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
4-Sep-19,,,Wednesday,247,"$4,314,204 ",-38.40%,-44.90%,56,Angel_Has_Fallen,"$844,855 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
3-Sep-19,,,Tuesday,246,"$7,000,338 ",-65.80%,-46.80%,55,Angel_Has_Fallen,"$1,443,720 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
2-Sep-19,,Labor Day,Monday,245,"$20,450,930 ",-10.40%,-7.20%,57,Angel_Has_Fallen,"$3,575,630 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
1-Sep-19,,,Sunday,244,"$24,787,874 ",3.90%,-1.30%,59,Angel_Has_Fallen,"$4,559,659 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
31-Aug-19,,,Saturday,243,"$23,864,410 ",54.80%,-32.40%,58,Angel_Has_Fallen,"$4,349,033 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
30-Aug-19,,,Friday,242,"$15,420,754 ",106.50%,-43.90%,57,Angel_Has_Fallen,"$2,890,717 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
29-Aug-19,,,Thursday,241,"$7,467,977 ",-4.70%,-17.90%,59,Angel_Has_Fallen,"$1,347,287 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
28-Aug-19,,,Wednesday,240,"$7,832,897 ",-40.50%,-32.10%,60,Angel_Has_Fallen,"$1,568,899 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
27-Aug-19,,,Tuesday,239,"$13,158,948 ",61.10%,-15.60%,59,Angel_Has_Fallen,"$2,995,970 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
26-Aug-19,,,Monday,238,"$8,169,076 ",-67.50%,-21.70%,62,Angel_Has_Fallen,"$1,821,078 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
25-Aug-19,,,Sunday,237,"$25,119,532 ",-28.80%,-15.50%,63,Angel_Has_Fallen,"$5,633,675 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
24-Aug-19,,,Saturday,236,"$35,293,890 ",28.40%,-13.30%,62,Angel_Has_Fallen,"$7,788,659 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
23-Aug-19,,,Friday,235,"$27,485,690 ",202.30%,-12.50%,61,Angel_Has_Fallen,"$7,958,653 ",https://www.rottentomatoes.com/m/Angel_Has_Fallen,
22-Aug-19,,,Thursday,234,"$9,092,749 ",-21.20%,-23.10%,51,Good_Boys,"$1,703,105 ",https://www.rottentomatoes.com/m/Good_Boys_2019,
21-Aug-19,,,Wednesday,233,"$11,542,194 ",-26%,-17.20%,52,Good_Boys,"$1,935,025 ",https://www.rottentomatoes.com/m/Good_Boys_2019,
20-Aug-19,,,Tuesday,232,"$15,588,539 ",49.40%,-35.60%,54,Good_Boys,"$3,030,740 ",https://www.rottentomatoes.com/m/Good_Boys_2019,
19-Aug-19,,,Monday,231,"$10,432,200 ",-64.90%,-26.50%,53,Good_Boys,"$2,236,030 ",https://www.rottentomatoes.com/m/Good_Boys_2019,
18-Aug-19,,,Sunday,230,"$29,728,957 ",-27%,-15.40%,56,Good_Boys,"$5,757,845 ",https://www.rottentomatoes.com/m/Good_Boys_2019,
17-Aug-19,,,Saturday,229,"$40,704,669 ",29.50%,-12.80%,57,Good_Boys,"$7,329,780 ",https://www.rottentomatoes.com/m/Good_Boys_2019,
16-Aug-19,,,Friday,228,"$31,424,008 ",165.60%,-20.60%,56,Good_Boys,"$8,314,980 ",https://www.rottentomatoes.com/m/Good_Boys_2019,
15-Aug-19,,,Thursday,227,"$11,830,013 ",-15.20%,-14.20%,56,Fast_&_Furious_Presents_Hobbs_&_Shaw,"$2,015,545 ",https://www.rottentomatoes.com/m/Fast_&_Furious_Presents_Hobbs_&_Shaw,
14-Aug-19,,,Wednesday,226,"$13,942,664 ",-42.40%,-12.10%,55,Fast_&_Furious_Presents_Hobbs_&_Shaw,"$2,315,680 ",https://www.rottentomatoes.com/m/Fast_&_Furious_Presents_Hobbs_&_Shaw,
13-Aug-19,,,Tuesday,225,"$24,203,103 ",70.60%,-4.40%,56,Fast_&_Furious_Presents_Hobbs_&_Shaw,"$4,181,885 ",https://www.rottentomatoes.com/m/Fast_&_Furious_Presents_Hobbs_&_Shaw,
12-Aug-19,,,Monday,224,"$14,187,971 ",-59.60%,-17.70%,54,Fast_&_Furious_Presents_Hobbs_&_Shaw,"$2,708,915 ",https://www.rottentomatoes.com/m/Fast_&_Furious_Presents_Hobbs_&_Shaw,
11-Aug-19,,,Sunday,223,"$35,140,187 ",-24.70%,-15.70%,58,Fast_&_Furious_Presents_Hobbs_&_Shaw,"$7,739,550 ",https://www.rottentomatoes.com/m/Fast_&_Furious_Presents_Hobbs_&_Shaw,
10-Aug-19,,,Saturday,222,"$46,654,263 ",17.90%,-14.10%,56,Fast_&_Furious_Presents_Hobbs_&_Shaw,"$10,456,315 ",https://www.rottentomatoes.com/m/Fast_&_Furious_Presents_Hobbs_&_Shaw,
9-Aug-19,,,Friday,221,"$39,577,161 ",187.10%,-17.40%,55,Scary_Stories_to_Tell_in_the_Dark,"$8,781,643 ",https://www.rottentomatoes.com/m/Scary_Stories_to_Tell_in_the_Dark,
8-Aug-19,,,Thursday,220,"$13,785,009 ",-13.10%,-12.90%,53,The_Lion_King,"$4,185,359 ",https://www.rottentomatoes.com/m/The_Lion_King,
7-Aug-19,,,Wednesday,219,"$15,855,534 ",-37.30%,-14.30%,51,The_Lion_King,"$4,910,061 ",https://www.rottentomatoes.com/m/The_Lion_King,
6-Aug-19,,,Tuesday,218,"$25,305,046 ",46.80%,-13.70%,51,Fast_&_Furious_Presents_Hobbs_&_Shaw,"$8,514,380 ",https://www.rottentomatoes.com/m/Fast_&_Furious_Presents_Hobbs_&_Shaw,
5-Aug-19,,,Monday,217,"$17,236,644 ",-58.60%,-10.80%,50,Fast_&_Furious_Presents_Hobbs_&_Shaw,"$5,871,570 ",https://www.rottentomatoes.com/m/Fast_&_Furious_Presents_Hobbs_&_Shaw,
4-Aug-19,,,Sunday,216,"$41,679,822 ",-23.20%,-11.40%,52,Fast_&_Furious_Presents_Hobbs_&_Shaw,"$15,880,625 ",https://www.rottentomatoes.com/m/Fast_&_Furious_Presents_Hobbs_&_Shaw,
3-Aug-19,,,Saturday,215,"$54,293,364 ",13.30%,-7%,51,Fast_&_Furious_Presents_Hobbs_&_Shaw,"$20,552,805 ",https://www.rottentomatoes.com/m/Fast_&_Furious_Presents_Hobbs_&_Shaw,
2-Aug-19,,,Friday,214,"$47,920,126 ",202.60%,-4.60%,52,Fast_&_Furious_Presents_Hobbs_&_Shaw,"$23,605,520 ",https://www.rottentomatoes.com/m/Fast_&_Furious_Presents_Hobbs_&_Shaw,
1-Aug-19,,,Thursday,213,"$15,834,506 ",-14.40%,-29.40%,45,The_Lion_King,"$7,560,936 ",https://www.rottentomatoes.com/m/The_Lion_King_2019,
31-Jul-19,,,Wednesday,212,"$18,500,578 ",-36.90%,-26.50%,48,The_Lion_King,"$8,809,285 ",https://www.rottentomatoes.com/m/The_Lion_King_2019,
